shipment_id,vendor_name,sender,caller,message,fraud_label
SHP-10182,Horizon Shipping Lines,+15552829622,+15558583392,Checking trailer temperature for SHP-SHP-10182. Climate control working properly.,ham
SHP-10183,Sentinel Delivery Systems,+15559748499,+15556060517,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-10184,Horizon Shipping Lines,+15559035982,+15557738019,"Hi, driver John here. Load SHP-SHP-10184 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-10185,Vanguard Transport,+15552232969,+15552355439,Invoice submitted for carrier fees for SHP-SHP-10185. Please check credit limit terms.,ham
SHP-10186,Cascade Carrier Group,+15555614002,+15556455706,"Good morning, here is the updated bill of lading for shipment SHP-SHP-10186 with Cascade Carrier Group. Let us know if you need changes.",ham
SHP-10187,Vanguard Transport,+15558612081,+15559481739,Checking trailer temperature for SHP-SHP-10187. Climate control working properly.,ham
SHP-10188,Vanguard Transport,carrier-check@gmail-logistics.com,Unknown,"Congratulations! Your phone number selected as the winner of $1,000 cash balance reward. Click to withdraw: http://reward-cash.net",spam
SHP-10189,Delta Freight Systems,+15556686328,+15558608449,Load SHP-SHP-10189 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-10190,Vanguard Transport,+15558159911,+15556243275,"Good morning, here is the updated bill of lading for shipment SHP-SHP-10190 with Vanguard Transport. Let us know if you need changes.",ham
SHP-10191,Summit Logistics Inc,+15552126310,+15552530497,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-10191. Status: In Transit.",ham
SHP-10192,Global Cargo Solutions,+15553050700,+15557892225,"Attention Driver: Shipment SHP-SHP-10192 destination modified due to logistical error. Deliver container to yard at 669 Industrial Way, Phoenix, AZ instead. Confirm drops asap.",spam
SHP-10193,Cascade Carrier Group,+15555825620,+15556242022,Freight schedule check for shipment SHP-SHP-10193. All parameters within compliance. Thank you.,ham
SHP-10194,Cascade Carrier Group,carrier-check@gmail-logistics.com,Unknown,Express Delivery Notice: Parcel SHP-SHP-10194 is held at customs. Deposit postage fee of $4.50 immediately to release shipment: http://courier-postage-cascadecarriergroup.com,spam
SHP-10195,Horizon Shipping Lines,+15557166651,+15552927455,"Good morning, here is the updated bill of lading for shipment SHP-SHP-10195 with Horizon Shipping Lines. Let us know if you need changes.",ham
SHP-10196,Summit Logistics Inc,+15551440466,+15555487028,Freight schedule check for shipment SHP-SHP-10196. All parameters within compliance. Thank you.,ham
SHP-10197,Apex Logistics Corp,+15551102438,+15554043480,Sweepstakes Draw Result: Ticket #56009 won. Claim your cash reward by completing registration form immediately: http://sweepstakes-winner.org,spam
SHP-10198,Titan Heavy Hauling,+15553380261,+15551514340,Freight schedule check for shipment SHP-SHP-10198. All parameters within compliance. Thank you.,ham
SHP-10199,Global Cargo Solutions,+15558043620,+15558610913,Load SHP-SHP-10199 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-10200,Cascade Carrier Group,+15553610197,+15553640899,Do not share your verification code. Enter one-time password OTP 1861 in the logistics app to authorize load release for SHP-SHP-10200.,spam
SHP-10201,Apex Logistics Corp,+15558113787,+15559148051,Truck inspection completed for SHP-SHP-10201. Trailer seal ID: 78079. Driver heading to route.,ham
SHP-10202,Horizon Shipping Lines,+15552909540,+15556791039,Load SHP-SHP-10202 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-10203,Vanguard Transport,+15556174418,+15551761976,"Congratulations! Your phone number selected as the winner of $1,000 cash balance reward. Click to withdraw: http://reward-cash.net",spam
SHP-10204,Delta Freight Systems,+15551128967,+15554429650,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-10205,Summit Logistics Inc,+15555856117,+15556504979,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-10205. Status: In Transit.",ham
SHP-10206,Global Cargo Solutions,+15557378822,+15559935249,"CONGRATULATIONS! You have been selected as the lottery grand prize winner. Claim your cash award of $50,000 here: http://lottery-draw-free-draw.com",spam
SHP-10207,Delta Freight Systems,+15557661748,+15551709714,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-10208,Vanguard Transport,+15555857259,+15552932288,"Hi, this is broker support for Vanguard Transport. Change the dropoff destination of shipment SHP-SHP-10208 to 539 Industrial Way, Phoenix, AZ. System portal will update shortly.",spam
SHP-10209,Vanguard Transport,dispatch-support@gmail-logistics.com,Unknown,Verify your mobile device update for carrier logs. One-time code: 6928.,spam
SHP-10210,Vanguard Transport,+15557718433,+15559790632,Load SHP-SHP-10210 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-10211,Global Cargo Solutions,+15554717362,+15556587964,Truck inspection completed for SHP-SHP-10211. Trailer seal ID: 64500. Driver heading to route.,ham
SHP-10212,Titan Heavy Hauling,dispatch-support@gmail-logistics.com,Unknown,"Congratulations! Your phone number selected as the winner of $1,000 cash balance reward. Click to withdraw: http://reward-cash.net",spam
SHP-10213,Cascade Carrier Group,+15552724773,+15553456926,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-10213. Status: In Transit.",ham
SHP-10214,Summit Logistics Inc,dispatch-support@gmail-logistics.com,Unknown,Courier delivery alert. Package weight discrepancy reported. Pay inspection clearance tax of $10.00 to complete dispatch delivery: http://courier-tax.org,spam
SHP-10215,Titan Heavy Hauling,+15558531380,+15556422534,Invoice submitted for carrier fees for SHP-SHP-10215. Please check credit limit terms.,ham
SHP-10216,Cascade Carrier Group,+15559511700,+15552244712,"Broker Alert: Trailer locks on shipment SHP-SHP-10216 are malfunctioning. Driver is instructed to bypass the secondary checkpoint and meet logistics agent at 746 Industrial Way, Phoenix, AZ.",spam
SHP-10217,Summit Logistics Inc,+15557186390,+15555816353,"Hi, driver John here. Load SHP-SHP-10217 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-10218,Global Cargo Solutions,+15559507186,+15557450545,"Good morning, here is the updated bill of lading for shipment SHP-SHP-10218 with Global Cargo Solutions. Let us know if you need changes.",ham
SHP-10219,Horizon Shipping Lines,+15554158134,+15556394323,"Hi, driver John here. Load SHP-SHP-10219 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-10220,Horizon Shipping Lines,+15552736473,+15556761929,"Hi, driver John here. Load SHP-SHP-10220 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-10221,Global Cargo Solutions,+15555156449,+15558344365,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-10221. Status: In Transit.",ham
SHP-10222,Horizon Shipping Lines,+15557105194,+15557255418,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-10223,Summit Logistics Inc,+15551878547,+15556614484,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-10224,Global Cargo Solutions,+15555767195,+15555227787,Checking trailer temperature for SHP-SHP-10224. Climate control working properly.,ham
SHP-10225,Titan Heavy Hauling,+15556869018,+15556204824,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-10226,Vanguard Transport,billing-ops@outlook-cargo.net,Unknown,Sweepstakes Draw Result: Ticket #83259 won. Claim your cash reward by completing registration form immediately: http://sweepstakes-winner.org,spam
SHP-10227,Cascade Carrier Group,+15558103580,+15559531021,Checking trailer temperature for SHP-SHP-10227. Climate control working properly.,ham
SHP-10228,Cascade Carrier Group,billing-ops@outlook-cargo.net,Unknown,Sent from support: A one-time transaction code 6598 has been generated to update banking details for Cascade Carrier Group. Provide this code to the agent.,spam
SHP-10229,Delta Freight Systems,+15552294615,+15555962567,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-10229. Status: In Transit.",ham
SHP-10230,Global Cargo Solutions,+15551633297,+15556649968,Checking trailer temperature for SHP-SHP-10230. Climate control working properly.,ham
SHP-10231,Titan Heavy Hauling,+15554034091,+15553777286,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-10231. Status: In Transit.",ham
SHP-10232,Horizon Shipping Lines,carrier-check@gmail-logistics.com,Unknown,Verify your mobile device update for carrier logs. One-time code: 5668.,spam
SHP-10233,Horizon Shipping Lines,+15558868776,+15554255051,Load SHP-SHP-10233 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-10234,Cascade Carrier Group,+15558745704,+15555727345,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-10235,Vanguard Transport,+15554350371,+15553321942,Freight schedule check for shipment SHP-SHP-10235. All parameters within compliance. Thank you.,ham
SHP-10236,Summit Logistics Inc,+15555782563,+15552407191,"Financial Alert: Updated bank routing and account numbers for Summit Logistics Inc billing department. Wire cargo fees to Routing: 79244185, Account: 233871736. Confirm deposit.",spam
SHP-10237,Titan Heavy Hauling,+15558339571,+15552538698,Checking trailer temperature for SHP-SHP-10237. Climate control working properly.,ham
SHP-10238,Delta Freight Systems,+15557960815,+15551893502,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-10239,Vanguard Transport,+15552369112,+15557289990,Load SHP-SHP-10239 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-10240,Delta Freight Systems,+15558870361,+15558526283,"Attention Driver: Shipment SHP-SHP-10240 destination modified due to logistical error. Deliver container to yard at 240 Industrial Way, Phoenix, AZ instead. Confirm drops asap.",spam
SHP-10241,Apex Logistics Corp,+15554618086,+15553508522,"Hi, driver John here. Load SHP-SHP-10241 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-10242,Sentinel Delivery Systems,+15558101036,+15552865405,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-10243,Summit Logistics Inc,+15555000351,+15558043503,"Good morning, here is the updated bill of lading for shipment SHP-SHP-10243 with Summit Logistics Inc. Let us know if you need changes.",ham
SHP-10244,Horizon Shipping Lines,+15559993490,+15551275739,Exclusive promotion! Claim your free gift certificate card worth $100. Verification required: http://free-giftcard-vault.com,spam
SHP-10245,Sentinel Delivery Systems,+15558201433,+15551026245,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-10245. Status: In Transit.",ham
SHP-10246,Cascade Carrier Group,+15552436363,+15559782613,Freight schedule check for shipment SHP-SHP-10246. All parameters within compliance. Thank you.,ham
SHP-10247,Cascade Carrier Group,billing-ops@outlook-cargo.net,Unknown,Your package is blocked due to incorrect delivery address details. Confirm your location and pay rescheduling charge of $2.00: http://reschedule-address.net,spam
SHP-10248,Apex Logistics Corp,+15551272499,+15556991041,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-10249,Global Cargo Solutions,+15556578736,+15553238241,"Good morning, here is the updated bill of lading for shipment SHP-SHP-10249 with Global Cargo Solutions. Let us know if you need changes.",ham
SHP-10250,Apex Logistics Corp,+15558795078,+15559028420,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-10251,Titan Heavy Hauling,+15551620485,+15555923149,"Good morning, here is the updated bill of lading for shipment SHP-SHP-10251 with Titan Heavy Hauling. Let us know if you need changes.",ham
SHP-10252,Delta Freight Systems,billing-ops@outlook-cargo.net,Unknown,Attention carrier: Unusual login attempt detected on your broker account. Confirm identity at http://deltafreightsystems-security-check.com,spam
SHP-10253,Sentinel Delivery Systems,+15555249899,+15551614394,Checking trailer temperature for SHP-SHP-10253. Climate control working properly.,ham
SHP-10254,Delta Freight Systems,+15555583814,+15553088344,"Hi, driver John here. Load SHP-SHP-10254 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-10255,Cascade Carrier Group,+15557486822,+15556688090,Freight schedule check for shipment SHP-SHP-10255. All parameters within compliance. Thank you.,ham
SHP-10256,Titan Heavy Hauling,+15559712003,+15555474830,Invoice submitted for carrier fees for SHP-SHP-10256. Please check credit limit terms.,ham
SHP-10257,Global Cargo Solutions,+15554027557,+15555928582,"Good morning, here is the updated bill of lading for shipment SHP-SHP-10257 with Global Cargo Solutions. Let us know if you need changes.",ham
SHP-10258,Cascade Carrier Group,+15558149041,+15553795835,"Sentinel Cargo ID validation: Enter OTP 8305 to complete gate registration. If you did not request this, contact support.",spam
SHP-10259,Horizon Shipping Lines,+15558297090,+15555606274,"Hi, driver John here. Load SHP-SHP-10259 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-10260,Apex Logistics Corp,+15553684131,+15551522452,Sweepstakes Draw Result: Ticket #77251 won. Claim your cash reward by completing registration form immediately: http://sweepstakes-winner.org,spam
SHP-10261,Titan Heavy Hauling,+15553117788,+15552127988,Invoice submitted for carrier fees for SHP-SHP-10261. Please check credit limit terms.,ham
SHP-10262,Delta Freight Systems,+15557423230,+15551543335,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-10263,Titan Heavy Hauling,+15558448065,+15552289923,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
