shipment_id,sender,receiver,message_type,message_content,is_fraudulent,fraud_probability,created_at
SHP-1082,+15551447065,+15558962302,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.24,2026-03-27 01:22:51
SHP-1082,info@kryptonlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.12,2026-03-27 01:22:51
SHP-1083,info@quantumlogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.17,2026-04-17 14:22:51
SHP-1083,+15559419134,+15558912226,SMS,DriverJohn here. SHP SHP-1083 load completed. Departing origin now.,0,0.18,2026-04-17 14:22:51
SHP-1084,+15554225657,+15555135904,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.14,2026-06-01 00:22:51
SHP-1084,info@quantumlogistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1084 in Chicago, IL. Estimated arrival in Houston, TX remains unchanged.",0,0.19,2026-06-01 00:22:51
SHP-1084,info@quantumlogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.08,2026-06-01 00:22:51
SHP-1085,+15552325893,+15556811015,SMS,Refueling. Trailer locks checked and secure.,0,0.16,2026-05-14 01:22:51
SHP-1086,info@xpresslogistics.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.01,2026-06-11 13:22:51
SHP-1087,info@northerntransport.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1087 in Dallas, TX. Estimated arrival in New York, NY remains unchanged.",0,0.08,2026-04-14 03:22:51
SHP-1087,info@northerntransport.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1087. Let us know if you need anything else.",0,0.16,2026-04-14 03:22:51
SHP-1087,info@northerntransport.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.18,2026-04-14 03:22:51
SHP-1088,+15552800206,+15556621073,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.11,2026-05-26 19:22:51
SHP-1089,info@unitedcargo.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1089. Let us know if you need anything else.",0,0.18,2026-05-05 19:22:51
SHP-1089,+15554240708,+15553944316,SMS,Refueling. Trailer locks checked and secure.,0,0.21,2026-05-05 19:22:51
SHP-1089,+15552455218,+15557724865,SMS,DriverJohn here. SHP SHP-1089 load completed. Departing origin now.,0,0.05,2026-05-05 19:22:51
SHP-1090,+15554964499,+15552042273,SMS,DriverJohn here. SHP SHP-1090 load completed. Departing origin now.,0,0.12,2026-05-05 23:22:51
SHP-1090,info@apexcarrier.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.17,2026-05-05 23:22:51
SHP-1090,+15552969909,+15555949909,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.15,2026-05-05 23:22:51
SHP-1091,info@horizonfreight.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.11,2026-06-03 05:22:51
SHP-1091,+15552310346,+15552882551,SMS,DriverJohn here. SHP SHP-1091 load completed. Departing origin now.,0,0.21,2026-06-03 05:22:51
SHP-1091,info@horizonfreight.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.13,2026-06-03 05:22:51
SHP-1092,+15558757420,+15556170227,SMS,Driver: Reroute load SHP-1092 now. Destination changed. Go to loading dock 4 behind retail complex.,1,0.81,2026-05-29 04:22:51
SHP-1093,+15554019585,+15553272119,SMS,Refueling. Trailer locks checked and secure.,0,0.09,2026-03-31 16:22:51
SHP-1093,+15558525204,+15557333337,SMS,Refueling. Trailer locks checked and secure.,0,0.02,2026-03-31 16:22:51
SHP-1094,+15558767916,+15558115687,SMS,Refueling. Trailer locks checked and secure.,0,0.21,2026-04-10 13:22:51
SHP-1095,info@horizonfreight.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1095. Let us know if you need anything else.",0,0.15,2026-06-17 03:22:51
SHP-1096,+15556379867,+15554974590,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.22,2026-03-31 18:22:51
SHP-1096,info@oceanicshipping.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.08,2026-03-31 18:22:51
SHP-1096,info@oceanicshipping.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.24,2026-03-31 18:22:51
SHP-1097,info@xpresslogistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1097 in Atlanta, GA. Estimated arrival in Houston, TX remains unchanged.",0,0.09,2026-05-12 06:22:51
SHP-1097,+15555042775,+15554780654,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.21,2026-05-12 06:22:51
SHP-1098,info@apexcarrier.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.21,2026-04-24 22:22:51
SHP-1098,info@apexcarrier.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.18,2026-04-24 22:22:51
SHP-1098,info@apexcarrier.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1098. Let us know if you need anything else.",0,0.07,2026-04-24 22:22:51
SHP-1099,+15551257256,+15554553544,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.24,2026-06-03 20:22:51
SHP-1099,info@vanguardlogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.23,2026-06-03 20:22:51
SHP-1100,+15559603633,+15559342928,SMS,Refueling. Trailer locks checked and secure.,0,0.02,2026-05-23 07:22:51
SHP-1100,+15556372622,+15554407913,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.08,2026-05-23 07:22:51
SHP-1101,info@blueskytransport.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.14,2026-05-16 23:22:51
SHP-1101,info@blueskytransport.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.14,2026-05-16 23:22:51
SHP-1102,info@vanguardlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.01,2026-04-11 13:22:51
SHP-1102,info@vanguardlogistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1102. Let us know if you need anything else.",0,0.19,2026-04-11 13:22:51
SHP-1102,+15553306725,+15554882808,SMS,DriverJohn here. SHP SHP-1102 load completed. Departing origin now.,0,0.18,2026-04-11 13:22:51
SHP-1103,+15551287605,+15559425786,SMS,"Rerouting SHP SHP-1103. Deliver load to Boston, MA West Compound instead of Main Terminal.",1,0.93,2026-06-01 07:22:51
SHP-1104,info@frontierhauling.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.07,2026-05-13 16:22:51
SHP-1104,dispatch@gmail-cargo.com,ops@controlcenter.com,Email,"URGENT UPDATE: Shipment SHP-1104 has been rerouted due to warehouse maintenance. Deliver to alternative dock: 404 Industrial Way, Phoenix, AZ immediately.",1,0.82,2026-05-13 16:22:51
SHP-1105,info@metrologistics.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.23,2026-05-06 08:22:51
SHP-1106,info@westcoastfreight.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.15,2026-06-02 08:22:51
SHP-1106,+15552290796,+15556021033,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.14,2026-06-02 08:22:51
SHP-1107,+15554894730,+15552275374,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.15,2026-04-04 06:22:51
SHP-1108,+15554116163,+15557376562,SMS,DriverJohn here. SHP SHP-1108 load completed. Departing origin now.,0,0.19,2026-05-25 21:22:51
SHP-1108,+15555134741,+15552233237,SMS,DriverJohn here. SHP SHP-1108 load completed. Departing origin now.,0,0.07,2026-05-25 21:22:51
SHP-1109,info@metrologistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1109. Let us know if you need anything else.",0,0.05,2026-05-03 04:22:51
SHP-1110,+15557942580,+15557506196,SMS,DriverJohn here. SHP SHP-1110 load completed. Departing origin now.,0,0.18,2026-06-09 09:22:51
SHP-1111,info@redlinetransport.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.07,2026-05-01 22:22:51
SHP-1112,+15551113537,+15557638609,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.21,2026-06-10 20:22:51
SHP-1113,info@metrologistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.08,2026-06-08 18:22:51
SHP-1113,+15556354241,+15555889688,SMS,Refueling. Trailer locks checked and secure.,0,0.24,2026-06-08 18:22:51
SHP-1113,info@metrologistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1113 in Chicago, IL. Estimated arrival in Houston, TX remains unchanged.",0,0.09,2026-06-08 18:22:51
SHP-1114,info@metrologistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.17,2026-05-23 12:22:51
SHP-1114,info@metrologistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1114 in Seattle, WA. Estimated arrival in Houston, TX remains unchanged.",0,0.06,2026-05-23 12:22:51
SHP-1115,+15552425760,+15552834914,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.16,2026-05-15 07:22:51
SHP-1116,+15558768911,+15559396422,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.09,2026-04-26 21:22:51
SHP-1116,info@libertycargo.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.03,2026-04-26 21:22:51
SHP-1117,info@northerntransport.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.18,2026-04-20 06:22:51
SHP-1117,+15556350413,+15552126998,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.01,2026-04-20 06:22:51
SHP-1118,+15554094587,+15554127053,SMS,Refueling. Trailer locks checked and secure.,0,0.1,2026-04-14 00:22:51
SHP-1119,info@xpresslogistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1119 in Seattle, WA. Estimated arrival in Miami, FL remains unchanged.",0,0.08,2026-04-29 12:22:51
SHP-1119,+15552911847,+15555401559,SMS,Refueling. Trailer locks checked and secure.,0,0.13,2026-04-29 12:22:51
SHP-1119,+15557520284,+15557585795,SMS,DriverJohn here. SHP SHP-1119 load completed. Departing origin now.,0,0.09,2026-04-29 12:22:51
SHP-1120,+15553313029,+15557437584,SMS,Refueling. Trailer locks checked and secure.,0,0.05,2026-04-17 01:22:51
SHP-1120,info@oceanicshipping.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.04,2026-04-17 01:22:51
SHP-1121,+15557864135,+15559249791,SMS,Refueling. Trailer locks checked and secure.,0,0.18,2026-04-10 20:22:51
SHP-1121,+15559199017,+15553806047,SMS,DriverJohn here. SHP SHP-1121 load completed. Departing origin now.,0,0.14,2026-04-10 20:22:51
SHP-1121,info@jupitershipping.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1121 in Chicago, IL. Estimated arrival in Houston, TX remains unchanged.",0,0.01,2026-04-10 20:22:51
SHP-1122,+15554666525,+15558132912,SMS,DriverJohn here. SHP SHP-1122 load completed. Departing origin now.,0,0.18,2026-04-28 07:22:51
SHP-1123,+15558183451,+15553784709,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.2,2026-05-19 17:22:51
SHP-1123,info@unitedcargo.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1123. Let us know if you need anything else.",0,0.14,2026-05-19 17:22:51
SHP-1123,+15553824903,+15556430006,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.07,2026-05-19 17:22:51
SHP-1124,info@interstatecarriers.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1124 in San Francisco, CA. Estimated arrival in New York, NY remains unchanged.",0,0.21,2026-04-29 10:22:51
SHP-1125,+15557191986,+15558628527,SMS,Refueling. Trailer locks checked and secure.,0,0.08,2026-05-12 04:22:51
SHP-1125,info@zephyrshipping.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1125. Let us know if you need anything else.",0,0.18,2026-05-12 04:22:51
SHP-1126,+15553191007,+15559142618,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.22,2026-04-21 05:22:51
SHP-1126,info@oceanicshipping.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1126. Let us know if you need anything else.",0,0.02,2026-04-21 05:22:51
SHP-1127,dispatch@verizon-dispatcher.org,ops@controlcenter.com,Email,"URGENT UPDATE: Shipment SHP-1127 has been rerouted due to warehouse maintenance. Deliver to alternative dock: 404 Industrial Way, Miami, FL immediately.",1,0.81,2026-04-10 10:22:51
SHP-1127,dispatch@verizon-dispatcher.org,ops@controlcenter.com,Email,"Important billing update for SHP-1127. Due to audit, we changed bank details. Wire payment to routing 021000021, account 992837262. Confirm transaction asap.",1,0.82,2026-04-10 10:22:51
SHP-1128,+15553217531,+15559014480,SMS,DriverJohn here. SHP SHP-1128 load completed. Departing origin now.,0,0.06,2026-05-19 14:22:51
SHP-1129,info@cascadelogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.16,2026-04-11 10:22:51
SHP-1129,+15556891952,+15554574477,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.23,2026-04-11 10:22:51
SHP-1129,+15554644760,+15552454383,SMS,DriverJohn here. SHP SHP-1129 load completed. Departing origin now.,0,0.04,2026-04-11 10:22:51
SHP-1130,+15551450038,+15556060836,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.13,2026-06-14 16:22:51
SHP-1130,info@deltafreight.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.07,2026-06-14 16:22:51
SHP-1130,info@deltafreight.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.12,2026-06-14 16:22:51
SHP-1131,info@deltafreight.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.24,2026-06-05 03:22:51
SHP-1131,info@deltafreight.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1131. Let us know if you need anything else.",0,0.15,2026-06-05 03:22:51
SHP-1131,info@deltafreight.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1131 in Miami, FL. Estimated arrival in Chicago, IL remains unchanged.",0,0.05,2026-06-05 03:22:51
